"","campo","code","name","percent"
"621","Política y gestión pública","37","Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines",2.05
"622","Política y gestión pública","12","Directores de departamentos administrativos y comerciales",1.97
"623","Política y gestión pública","27","Profesionales de las tecnologías de la información",1.89
"624","Política y gestión pública","35","Representantes, agentes comerciales y afines",1.85
"625","Política y gestión pública","00","Ocupaciones militares",1.42
"626","Política y gestión pública","59","Trabajadores de los servicios de protección y seguridad",1.31
"627","Política y gestión pública","38","Técnicos de las tecnologías de la información y las comunicaciones (tic)",1.21
"628","Política y gestión pública","45","Empleados administrativos con tareas de atención al público no clasificados bajo otros
epígrafes",1.21
"629","Política y gestión pública","23","Otros profesionales de la enseñanza",1.12
"630","Política y gestión pública","13","Directores de producción y operaciones",0.73
"631","Política y gestión pública","75","Trabajadores especializados en electricidad y electrotecnología",0.72
"632","Política y gestión pública","84","Conductores de vehículos para el transporte urbano o por carretera",0.71
"633","Política y gestión pública","95","Peones agrarios, forestales y de la pesca",0.66
"634","Política y gestión pública","31","Técnicos de las ciencias y de las ingenierías",0.31
"635","Política y gestión pública","51","Trabajadores asalariados de los servicios de restauración",0.31
"636","Política y gestión pública","97","Peones de las industrias manufactureras",0.27
"637","Política y gestión pública","74","Mecánicos y ajustadores de maquinaria",0.25
"638","Relaciones internacionales","26","Especialistas en organización de la administración pública y de las empresas y en la
comercialización",23.67
"639","Relaciones internacionales","31","Técnicos de las ciencias y de las ingenierías",11.23
"640","Relaciones internacionales","12","Directores de departamentos administrativos y comerciales",7.98
"641","Relaciones internacionales","22","Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria",7.98
"642","Relaciones internacionales","43","Otros empleados administrativos sin tareas de atención al público",6.64
"643","Relaciones internacionales","41","Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al
transporte",6.49
"644","Relaciones internacionales","35","Representantes, agentes comerciales y afines",5.6
"645","Relaciones internacionales","28","Profesionales en ciencias sociales",4.74
"646","Relaciones internacionales","98","Peones del transporte, descargadores y reponedores",3.84
"647","Relaciones internacionales","27","Profesionales de las tecnologías de la información",2.8
"648","Relaciones internacionales","36","Profesionales de apoyo a la gestión administrativa; técnicos de las fuerzas y cuerpos de
seguridad",2.8
"649","Relaciones internacionales","37","Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines",2.8
"650","Relaciones internacionales","52","Dependientes en tiendas y almacenes",2.8
"651","Relaciones internacionales","82","Montadores y ensambladores en fábricas",2.8
"652","Relaciones internacionales","99",NA,2.8
"653","Relaciones internacionales","29","Profesionales de la cultura y el espectáculo",2.65
"654","Relaciones internacionales","24","Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías",2.37
"655","Psicología","28","Profesionales en ciencias sociales",39.88
"656","Psicología","26","Especialistas en organización de la administración pública y de las empresas y en la
comercialización",9.73
"657","Psicología","22","Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria",6.01
"658","Psicología","23","Otros profesionales de la enseñanza",5.59
"659","Psicología","37","Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines",5.59
"660","Psicología","21","Profesionales de la salud",4.59
"661","Psicología","52","Dependientes en tiendas y almacenes",2.68
"662","Psicología","43","Otros empleados administrativos sin tareas de atención al público",2.58
"663","Psicología","12","Directores de departamentos administrativos y comerciales",2.44
"664","Psicología","44","Empleados de agencias de viajes, recepcionistas y telefonistas; empleados de ventanilla y
afines (excepto taquilleros)",1.85
"665","Psicología","35","Representantes, agentes comerciales y afines",1.71
"666","Psicología","56","Trabajadores de los cuidados a las personas en servicios de salud",1.7
"667","Psicología","24","Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías",1.63
"668","Psicología","45","Empleados administrativos con tareas de atención al público no clasificados bajo otros
epígrafes",1.5
"669","Psicología","33","Técnicos sanitarios y profesionales de las terapias alternativas",1.48
"670","Psicología","27","Profesionales de las tecnologías de la información",1.14
"671","Psicología","51","Trabajadores asalariados de los servicios de restauración",1.12
"672","Psicología","13","Directores de producción y operaciones",0.98
"673","Psicología","59","Trabajadores de los servicios de protección y seguridad",0.96
"674","Psicología","36","Profesionales de apoyo a la gestión administrativa; técnicos de las fuerzas y cuerpos de
seguridad",0.87
"675","Psicología","57","Otros trabajadores de los cuidados a las personas",0.86
"676","Psicología","31","Técnicos de las ciencias y de las ingenierías",0.83
"677","Psicología","38","Técnicos de las tecnologías de la información y las comunicaciones (tic)",0.76
"678","Psicología","41","Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al
transporte",0.7
"679","Psicología","14","Directores y gerentes de empresas de alojamiento, restauración y comercio",0.56
"680","Psicología","25","Profesionales en derecho",0.34
"681","Psicología","91","Empleados domésticos",0.28
"682","Psicología","29","Profesionales de la cultura y el espectáculo",0.27
"683","Psicología","81","Operadores de instalaciones y maquinaria fijas",0.27
"684","Psicología","77","Trabajadores de la industria de la alimentación, bebidas y tabaco",0.25
"685","Psicología","58","Trabajadores de los servicios personales",0.24
"686","Psicología","11","Miembros del poder ejecutivo y de los cuerpos legislativos; directivos de la administración
pública y organizaciones de interés social; directores ejecutivos",0.2
"687","Psicología","97","Peones de las industrias manufactureras",0.13
"688","Psicología","92","Otro personal de limpieza",0.12
"689","Psicología","42","Empleados de bibliotecas, servicios de correos y afines",0.08
"690","Psicología","54","Vendedores (excepto en tiendas y almacenes)",0.08
"691","Antropología social y cultural y Estudios y gestión de la cultura","22","Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria",22.79
"692","Antropología social y cultural y Estudios y gestión de la cultura","21","Profesionales de la salud",21.77
"693","Antropología social y cultural y Estudios y gestión de la cultura","28","Profesionales en ciencias sociales",21.6
"694","Antropología social y cultural y Estudios y gestión de la cultura","26","Especialistas en organización de la administración pública y de las empresas y en la
comercialización",6.42
"695","Antropología social y cultural y Estudios y gestión de la cultura","29","Profesionales de la cultura y el espectáculo",4.1
"696","Antropología social y cultural y Estudios y gestión de la cultura","23","Otros profesionales de la enseñanza",3.95
"697","Antropología social y cultural y Estudios y gestión de la cultura","37","Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines",2.88
"698","Antropología social y cultural y Estudios y gestión de la cultura","43","Otros empleados administrativos sin tareas de atención al público",2.54
"699","Antropología social y cultural y Estudios y gestión de la cultura","36","Profesionales de apoyo a la gestión administrativa; técnicos de las fuerzas y cuerpos de
seguridad",2.03
"700","Antropología social y cultural y Estudios y gestión de la cultura","99",NA,1.91
"701","Antropología social y cultural y Estudios y gestión de la cultura","12","Directores de departamentos administrativos y comerciales",1.54
"702","Antropología social y cultural y Estudios y gestión de la cultura","51","Trabajadores asalariados de los servicios de restauración",1.54
"703","Antropología social y cultural y Estudios y gestión de la cultura","11","Miembros del poder ejecutivo y de los cuerpos legislativos; directivos de la administración
pública y organizaciones de interés social; directores ejecutivos",1.35
"704","Antropología social y cultural y Estudios y gestión de la cultura","24","Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías",1.26
"705","Antropología social y cultural y Estudios y gestión de la cultura","97","Peones de las industrias manufactureras",0.94
"706","Antropología social y cultural y Estudios y gestión de la cultura","35","Representantes, agentes comerciales y afines",0.88
"707","Antropología social y cultural y Estudios y gestión de la cultura","52","Dependientes en tiendas y almacenes",0.87
"708","Antropología social y cultural y Estudios y gestión de la cultura","42","Empleados de bibliotecas, servicios de correos y afines",0.66
"709","Antropología social y cultural y Estudios y gestión de la cultura","31","Técnicos de las ciencias y de las ingenierías",0.35
"710","Antropología social y cultural y Estudios y gestión de la cultura","98","Peones del transporte, descargadores y reponedores",0.34
"711","Antropología social y cultural y Estudios y gestión de la cultura","56","Trabajadores de los cuidados a las personas en servicios de salud",0.29
"712","Criminología","59","Trabajadores de los servicios de protección y seguridad",16.56
"713","Criminología","28","Profesionales en ciencias sociales",11.93
"714","Criminología","25","Profesionales en derecho",10.57
"715","Criminología","26","Especialistas en organización de la administración pública y de las empresas y en la
comercialización",9.44
"716","Criminología","43","Otros empleados administrativos sin tareas de atención al público",5.6
"717","Criminología","36","Profesionales de apoyo a la gestión administrativa; técnicos de las fuerzas y cuerpos de
seguridad",5.24
"718","Criminología","22","Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria",4.52
"719","Criminología","12","Directores de departamentos administrativos y comerciales",4.48
"720","Criminología","13","Directores de producción y operaciones",4.4
"721","Criminología","52","Dependientes en tiendas y almacenes",3.81
"722","Criminología","24","Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías",2.86
"723","Criminología","44","Empleados de agencias de viajes, recepcionistas y telefonistas; empleados de ventanilla y
afines (excepto taquilleros)",2.13
"724","Criminología","21","Profesionales de la salud",2.1
"725","Criminología","33","Técnicos sanitarios y profesionales de las terapias alternativas",2.05
"726","Criminología","51","Trabajadores asalariados de los servicios de restauración",1.77
"727","Criminología","99",NA,1.72
"728","Criminología","45","Empleados administrativos con tareas de atención al público no clasificados bajo otros
epígrafes",1.59
"729","Criminología","37","Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines",1.5
"730","Criminología","14","Directores y gerentes de empresas de alojamiento, restauración y comercio",1.35
"731","Criminología","57","Otros trabajadores de los cuidados a las personas",1.35
"732","Criminología","23","Otros profesionales de la enseñanza",1.21
"733","Criminología","35","Representantes, agentes comerciales y afines",1.17
"734","Criminología","11","Miembros del poder ejecutivo y de los cuerpos legislativos; directivos de la administración
pública y organizaciones de interés social; directores ejecutivos",0.96
"735","Criminología","81","Operadores de instalaciones y maquinaria fijas",0.96
"736","Criminología","41","Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al
transporte",0.37
"737","Criminología","29","Profesionales de la cultura y el espectáculo",0.36
"738","Geografía","37","Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines",13.26
"739","Geografía","31","Técnicos de las ciencias y de las ingenierías",8.93
"740","Geografía","22","Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria",8.86
"741","Geografía","24","Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías",8.02
"742","Geografía","25","Profesionales en derecho",7.95
"743","Geografía","12","Directores de departamentos administrativos y comerciales",7.44
"744","Geografía","35","Representantes, agentes comerciales y afines",6.32
"745","Geografía","41","Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al
transporte",5.46
"746","Geografía","42","Empleados de bibliotecas, servicios de correos y afines",5
"747","Geografía","27","Profesionales de las tecnologías de la información",4.18
"748","Geografía","44","Empleados de agencias de viajes, recepcionistas y telefonistas; empleados de ventanilla y
afines (excepto taquilleros)",3.98
"749","Geografía","75","Trabajadores especializados en electricidad y electrotecnología",3.22
"750","Geografía","23","Otros profesionales de la enseñanza",2.13
"751","Geografía","13","Directores de producción y operaciones",2.07
"752","Geografía","52","Dependientes en tiendas y almacenes",2.04
"753","Geografía","51","Trabajadores asalariados de los servicios de restauración",2
"754","Geografía","58","Trabajadores de los servicios personales",1.76
"755","Geografía","43","Otros empleados administrativos sin tareas de atención al público",1.7
"756","Geografía","78","Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios",1.55
"757","Geografía","28","Profesionales en ciencias sociales",1.05
"758","Geografía","59","Trabajadores de los servicios de protección y seguridad",1.05
"759","Geografía","38","Técnicos de las tecnologías de la información y las comunicaciones (tic)",1.02
"760","Geografía","84","Conductores de vehículos para el transporte urbano o por carretera",1.02
"761","Sociología e Igualdad de género","28","Profesionales en ciencias sociales",15.27
"762","Sociología e Igualdad de género","37","Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines",12.87
"763","Sociología e Igualdad de género","43","Otros empleados administrativos sin tareas de atención al público",8.01
"764","Sociología e Igualdad de género","26","Especialistas en organización de la administración pública y de las empresas y en la
comercialización",7.17
"765","Sociología e Igualdad de género","22","Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria",7.15
"766","Sociología e Igualdad de género","27","Profesionales de las tecnologías de la información",5.78
"767","Sociología e Igualdad de género","41","Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al
transporte",5.13
"768","Sociología e Igualdad de género","59","Trabajadores de los servicios de protección y seguridad",4.25
"769","Sociología e Igualdad de género","74","Mecánicos y ajustadores de maquinaria",4.08
"770","Sociología e Igualdad de género","11","Miembros del poder ejecutivo y de los cuerpos legislativos; directivos de la administración
pública y organizaciones de interés social; directores ejecutivos",3.55
"771","Sociología e Igualdad de género","12","Directores de departamentos administrativos y comerciales",3.33
"772","Sociología e Igualdad de género","24","Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías",3.04
"773","Sociología e Igualdad de género","21","Profesionales de la salud",2.99
"774","Sociología e Igualdad de género","23","Otros profesionales de la enseñanza",2.94
"775","Sociología e Igualdad de género","36","Profesionales de apoyo a la gestión administrativa; técnicos de las fuerzas y cuerpos de
seguridad",2.38
"776","Sociología e Igualdad de género","34","Profesionales de apoyo en finanzas y matemáticas",1.83
"777","Sociología e Igualdad de género","55","Cajeros y taquilleros (excepto bancos)",1.74
"778","Sociología e Igualdad de género","52","Dependientes en tiendas y almacenes",1.13
"779","Sociología e Igualdad de género","13","Directores de producción y operaciones",1.08
"780","Sociología e Igualdad de género","38","Técnicos de las tecnologías de la información y las comunicaciones (tic)",1.08
"781","Sociología e Igualdad de género","25","Profesionales en derecho",0.98
"782","Sociología e Igualdad de género","71","Trabajadores en obras estructurales de construcción y afines",0.94
"783","Sociología e Igualdad de género","44","Empleados de agencias de viajes, recepcionistas y telefonistas; empleados de ventanilla y
afines (excepto taquilleros)",0.71
"784","Sociología e Igualdad de género","35","Representantes, agentes comerciales y afines",0.45
"785","Sociología e Igualdad de género","45","Empleados administrativos con tareas de atención al público no clasificados bajo otros
epígrafes",0.45
"786","Sociología e Igualdad de género","50","Camareros y cocineros propietarios",0.45
"787","Sociología e Igualdad de género","97","Peones de las industrias manufactureras",0.45
"788","Sociología e Igualdad de género","58","Trabajadores de los servicios personales",0.41
"789","Sociología e Igualdad de género","99",NA,0.35
"790","Comunicación","38","Técnicos de las tecnologías de la información y las comunicaciones (tic)",15.01
"791","Comunicación","43","Otros empleados administrativos sin tareas de atención al público",11.5
"792","Comunicación","26","Especialistas en organización de la administración pública y de las empresas y en la
comercialización",10.36
"793","Comunicación","24","Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías",8.18
"794","Comunicación","22","Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria",7.28
"795","Comunicación","29","Profesionales de la cultura y el espectáculo",6.37
"796","Comunicación","31","Técnicos de las ciencias y de las ingenierías",6.15
"797","Comunicación","15","Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes",5.41
"798","Comunicación","35","Representantes, agentes comerciales y afines",5.41
"799","Comunicación","12","Directores de departamentos administrativos y comerciales",4.63
"800","Comunicación","14","Directores y gerentes de empresas de alojamiento, restauración y comercio",3.82
"801","Comunicación","36","Profesionales de apoyo a la gestión administrativa; técnicos de las fuerzas y cuerpos de
seguridad",2.93
"802","Comunicación","75","Trabajadores especializados en electricidad y electrotecnología",2.93
"803","Comunicación","94","Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en
servicios",2.93
"804","Comunicación","99",NA,2.93
"805","Comunicación","27","Profesionales de las tecnologías de la información",2.47
"806","Comunicación","45","Empleados administrativos con tareas de atención al público no clasificados bajo otros
epígrafes",1.69
"807","Periodismo","29","Profesionales de la cultura y el espectáculo",33.01
"808","Periodismo","26","Especialistas en organización de la administración pública y de las empresas y en la
comercialización",13.05
"809","Periodismo","12","Directores de departamentos administrativos y comerciales",7.12
"810","Periodismo","43","Otros empleados administrativos sin tareas de atención al público",6.6
"811","Periodismo","38","Técnicos de las tecnologías de la información y las comunicaciones (tic)",5.15
"812","Periodismo","22","Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria",3.62
"813","Periodismo","35","Representantes, agentes comerciales y afines",3.32
"814","Periodismo","24","Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías",2.94
"815","Periodismo","27","Profesionales de las tecnologías de la información",2.86
"816","Periodismo","44","Empleados de agencias de viajes, recepcionistas y telefonistas; empleados de ventanilla y
afines (excepto taquilleros)",2.62
"817","Periodismo","45","Empleados administrativos con tareas de atención al público no clasificados bajo otros
epígrafes",2.51
"818","Periodismo","52","Dependientes en tiendas y almacenes",1.96
"819","Periodismo","58","Trabajadores de los servicios personales",1.87
"820","Periodismo","51","Trabajadores asalariados de los servicios de restauración",1.41
"821","Periodismo","36","Profesionales de apoyo a la gestión administrativa; técnicos de las fuerzas y cuerpos de
seguridad",1.25
"822","Periodismo","42","Empleados de bibliotecas, servicios de correos y afines",1.13
"823","Periodismo","25","Profesionales en derecho",1.11
"824","Periodismo","41","Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al
transporte",0.95
"825","Periodismo","11","Miembros del poder ejecutivo y de los cuerpos legislativos; directivos de la administración
pública y organizaciones de interés social; directores ejecutivos",0.81
"826","Periodismo","59","Trabajadores de los servicios de protección y seguridad",0.76
"827","Periodismo","23","Otros profesionales de la enseñanza",0.7
"828","Periodismo","28","Profesionales en ciencias sociales",0.69
"829","Periodismo","94","Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en
servicios",0.69
"830","Periodismo","37","Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines",0.67
"831","Periodismo","13","Directores de producción y operaciones",0.62
"832","Periodismo","21","Profesionales de la salud",0.37
"833","Periodismo","32","Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",0.35
"834","Periodismo","55","Cajeros y taquilleros (excepto bancos)",0.3
"835","Periodismo","74","Mecánicos y ajustadores de maquinaria",0.29
"836","Periodismo","54","Vendedores (excepto en tiendas y almacenes)",0.25
"837","Periodismo","31","Técnicos de las ciencias y de las ingenierías",0.22
"838","Periodismo","34","Profesionales de apoyo en finanzas y matemáticas",0.16
"839","Periodismo","73","Soldadores, chapistas, montadores de estructuras metálicas, herreros, elaboradores de
herramientas y afines",0.16
"840","Periodismo","14","Directores y gerentes de empresas de alojamiento, restauración y comercio",0.15
"841","Periodismo","84","Conductores de vehículos para el transporte urbano o por carretera",0.12
"842","Periodismo","98","Peones del transporte, descargadores y reponedores",0.1
"843","Periodismo","95","Peones agrarios, forestales y de la pesca",0.06
"844","Periodismo","97","Peones de las industrias manufactureras",0.06
"845","Información y documentación","29","Profesionales de la cultura y el espectáculo",23.34
"846","Información y documentación","43","Otros empleados administrativos sin tareas de atención al público",8.33
"847","Información y documentación","37","Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines",6.2
"848","Información y documentación","38","Técnicos de las tecnologías de la información y las comunicaciones (tic)",5.91
"849","Información y documentación","42","Empleados de bibliotecas, servicios de correos y afines",4.77
"850","Información y documentación","21","Profesionales de la salud",4.63
"851","Información y documentación","13","Directores de producción y operaciones",4.5
"852","Información y documentación","44","Empleados de agencias de viajes, recepcionistas y telefonistas; empleados de ventanilla y
afines (excepto taquilleros)",4.1
"853","Información y documentación","45","Empleados administrativos con tareas de atención al público no clasificados bajo otros
epígrafes",3.76
"854","Información y documentación","27","Profesionales de las tecnologías de la información",3.62
"855","Información y documentación","35","Representantes, agentes comerciales y afines",3.4
"856","Información y documentación","78","Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios",3.4
"857","Información y documentación","31","Técnicos de las ciencias y de las ingenierías",2.96
"858","Información y documentación","36","Profesionales de apoyo a la gestión administrativa; técnicos de las fuerzas y cuerpos de
seguridad",2.81
"859","Información y documentación","51","Trabajadores asalariados de los servicios de restauración",2.4
"860","Información y documentación","24","Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías",2.3
"861","Información y documentación","26","Especialistas en organización de la administración pública y de las empresas y en la
comercialización",2.09
"862","Información y documentación","52","Dependientes en tiendas y almacenes",1.92
"863","Información y documentación","12","Directores de departamentos administrativos y comerciales",1.31
"864","Información y documentación","41","Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al
transporte",1.31
"865","Información y documentación","97","Peones de las industrias manufactureras",1.31
"866","Información y documentación","59","Trabajadores de los servicios de protección y seguridad",1.26
"867","Información y documentación","25","Profesionales en derecho",1.25
"868","Información y documentación","11","Miembros del poder ejecutivo y de los cuerpos legislativos; directivos de la administración
pública y organizaciones de interés social; directores ejecutivos",1.08
"869","Información y documentación","22","Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria",1.08
"870","Información y documentación","94","Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en
servicios",0.65
"871","Información y documentación","98","Peones del transporte, descargadores y reponedores",0.32
"872","Financiera y actuarial","41","Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al
transporte",17.5
"873","Financiera y actuarial","26","Especialistas en organización de la administración pública y de las empresas y en la
comercialización",16.6
"874","Financiera y actuarial","24","Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías",14.93
"875","Financiera y actuarial","35","Representantes, agentes comerciales y afines",12.69
"876","Financiera y actuarial","12","Directores de departamentos administrativos y comerciales",6.55
"877","Financiera y actuarial","45","Empleados administrativos con tareas de atención al público no clasificados bajo otros
epígrafes",5.63
"878","Financiera y actuarial","13","Directores de producción y operaciones",4.94
"879","Financiera y actuarial","28","Profesionales en ciencias sociales",4.65
"880","Financiera y actuarial","36","Profesionales de apoyo a la gestión administrativa; técnicos de las fuerzas y cuerpos de
seguridad",4.64
"881","Financiera y actuarial","22","Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria",3.3
"882","Financiera y actuarial","44","Empleados de agencias de viajes, recepcionistas y telefonistas; empleados de ventanilla y
afines (excepto taquilleros)",3.1
"883","Financiera y actuarial","27","Profesionales de las tecnologías de la información",2.02
"884","Financiera y actuarial","31","Técnicos de las ciencias y de las ingenierías",1.81
"885","Financiera y actuarial","25","Profesionales en derecho",1.64
"886","Finanzas y contabilidad","41","Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al
transporte",34.18
"887","Finanzas y contabilidad","26","Especialistas en organización de la administración pública y de las empresas y en la
comercialización",13.31
"888","Finanzas y contabilidad","45","Empleados administrativos con tareas de atención al público no clasificados bajo otros
epígrafes",9.49
"889","Finanzas y contabilidad","43","Otros empleados administrativos sin tareas de atención al público",8.4
"890","Finanzas y contabilidad","38","Técnicos de las tecnologías de la información y las comunicaciones (tic)",4.06
"891","Finanzas y contabilidad","22","Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria",3.19
"892","Finanzas y contabilidad","12","Directores de departamentos administrativos y comerciales",3.18
"893","Finanzas y contabilidad","13","Directores de producción y operaciones",3.01
"894","Finanzas y contabilidad","34","Profesionales de apoyo en finanzas y matemáticas",2.41
"895","Finanzas y contabilidad","59","Trabajadores de los servicios de protección y seguridad",2.29
"896","Finanzas y contabilidad","72","Trabajadores de acabado de construcciones e instalaciones (excepto electricistas), pintores y
afines",2.29
"897","Finanzas y contabilidad","36","Profesionales de apoyo a la gestión administrativa; técnicos de las fuerzas y cuerpos de
seguridad",2.17
"898","Finanzas y contabilidad","61","Trabajadores cualificados en actividades agrícolas",1.99
"899","Finanzas y contabilidad","00","Ocupaciones militares",1.78
"900","Finanzas y contabilidad","25","Profesionales en derecho",1.69
"901","Finanzas y contabilidad","35","Representantes, agentes comerciales y afines",1.62
"902","Finanzas y contabilidad","24","Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías",1.49
"903","Finanzas y contabilidad","11","Miembros del poder ejecutivo y de los cuerpos legislativos; directivos de la administración
pública y organizaciones de interés social; directores ejecutivos",0.92
"904","Finanzas y contabilidad","44","Empleados de agencias de viajes, recepcionistas y telefonistas; empleados de ventanilla y
afines (excepto taquilleros)",0.84
"905","Finanzas y contabilidad","14","Directores y gerentes de empresas de alojamiento, restauración y comercio",0.35
"906","Finanzas y contabilidad","15","Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes",0.35
"907","Finanzas y contabilidad","28","Profesionales en ciencias sociales",0.35
"908","Finanzas y contabilidad","52","Dependientes en tiendas y almacenes",0.35
"909","Finanzas y contabilidad","63","Trabajadores cualificados en actividades agropecuarias mixtas",0.28
"910","Administración y empresa","26","Especialistas en organización de la administración pública y de las empresas y en la
comercialización",20.88
"911","Administración y empresa","41","Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al
transporte",13.85
"912","Administración y empresa","43","Otros empleados administrativos sin tareas de atención al público",11.51
"913","Administración y empresa","25","Profesionales en derecho",6.94
"914","Administración y empresa","35","Representantes, agentes comerciales y afines",5.94
"915","Administración y empresa","12","Directores de departamentos administrativos y comerciales",4.76
"916","Administración y empresa","45","Empleados administrativos con tareas de atención al público no clasificados bajo otros
epígrafes",3.45
"917","Administración y empresa","24","Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías",3.42
"918","Administración y empresa","22","Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria",3.16
"919","Administración y empresa","36","Profesionales de apoyo a la gestión administrativa; técnicos de las fuerzas y cuerpos de
seguridad",2.63
"920","Administración y empresa","27","Profesionales de las tecnologías de la información",2.2
"921","Administración y empresa","34","Profesionales de apoyo en finanzas y matemáticas",2
"922","Administración y empresa","44","Empleados de agencias de viajes, recepcionistas y telefonistas; empleados de ventanilla y
afines (excepto taquilleros)",1.67
"923","Administración y empresa","52","Dependientes en tiendas y almacenes",1.46
"924","Administración y empresa","28","Profesionales en ciencias sociales",1.37
"925","Administración y empresa","13","Directores de producción y operaciones",1.36
"926","Administración y empresa","38","Técnicos de las tecnologías de la información y las comunicaciones (tic)",1.31
"927","Administración y empresa","11","Miembros del poder ejecutivo y de los cuerpos legislativos; directivos de la administración
pública y organizaciones de interés social; directores ejecutivos",1.26
"928","Administración y empresa","37","Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines",1.14
"929","Administración y empresa","31","Técnicos de las ciencias y de las ingenierías",1.12
"930","Administración y empresa","14","Directores y gerentes de empresas de alojamiento, restauración y comercio",0.97
"931","Administración y empresa","59","Trabajadores de los servicios de protección y seguridad",0.77
"932","Administración y empresa","51","Trabajadores asalariados de los servicios de restauración",0.68
"933","Administración y empresa","58","Trabajadores de los servicios personales",0.61
"934","Administración y empresa","23","Otros profesionales de la enseñanza",0.58
"935","Administración y empresa","29","Profesionales de la cultura y el espectáculo",0.55
"936","Administración y empresa","98","Peones del transporte, descargadores y reponedores",0.52
"937","Administración y empresa","15","Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes",0.46
"938","Administración y empresa","54","Vendedores (excepto en tiendas y almacenes)",0.43
"939","Administración y empresa","84","Conductores de vehículos para el transporte urbano o por carretera",0.43
"940","Administración y empresa","97","Peones de las industrias manufactureras",0.38
"941","Administración y empresa","55","Cajeros y taquilleros (excepto bancos)",0.27
"942","Administración y empresa","42","Empleados de bibliotecas, servicios de correos y afines",0.24
"943","Administración y empresa","53","Comerciantes propietarios de tiendas",0.23
"944","Administración y empresa","32","Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",0.17
"945","Administración y empresa","76","Mecánicos de precisión en metales, ceramistas, vidrieros, artesanos y trabajadores de artes
gráficas.",0.15
"946","Administración y empresa","95","Peones agrarios, forestales y de la pesca",0.15
"947","Administración y empresa","94","Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en
servicios",0.14
"948","Administración y empresa","83","Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados
móviles, y marineros",0.13
"949","Administración y empresa","91","Empleados domésticos",0.11
"950","Administración y empresa","00","Ocupaciones militares",0.1
"951","Administración y empresa","71","Trabajadores en obras estructurales de construcción y afines",0.1
"952","Administración y empresa","77","Trabajadores de la industria de la alimentación, bebidas y tabaco",0.08
"953","Administración y empresa","21","Profesionales de la salud",0.07
